ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children,Customer_Tenure_Days,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,Education_Level,Family_Size,Has_Children,Avg_Order_Value,Purchase_Frequency_Rate,Wine_Ratio,Meat_Ratio,Product_Diversity,Premium_Product_Ratio,Web_Purchase_Ratio,Store_Purchase_Ratio,Campaign_Acceptance_Rate,Has_Complained,Engagement_Score,CLV_Estimate,Customer_Value_Score,Is_High_Spender,Is_Active,Is_Campaign_Responder,Is_Web_Shopper,Is_Deal_Seeker,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,Final_ML_Cluster,PCA1,PCA2,PCA1_3D,PCA2_3D,PCA3_3D,PCA_Opt_1
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,35,131,9,1,394,26,9,131,4,2,2,422,8,Potential Loyalists,3,3,1,13.1,0.0227848101265822,0.2727272727272727,0.3181818181818182,6,0.7424242424242424,0.2,0.4,0.0,0,9.6,127.26739726027397,41.66666666666667,0,1,0,0,0,1,0,0,0,-13289.259478459797,-327.84168189463685,-13289.259478459797,-327.84168189463685,65.88594450884659,-13289.259478459782
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,59,1672,26,0,219,96,26,1672,1,5,5,155,11,Cannot Lose Them,5,2,0,61.92592592592592,0.1181818181818181,0.4088463837417812,0.478780633592349,5,0.9001793185893604,0.2222222222222222,0.3703703703703703,0.1666666666666666,0,28.4,1610.074074074074,66.66666666666666,1,0,1,0,0,0,1,3,1,33048.291066523336,239.7822386799188,33048.291066523336,239.7822386799188,-379.513184090649,33048.29106652335
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,35,30,8,0,38,34,8,30,4,2,1,421,7,Potential Loyalists,4,1,0,3.333333333333333,0.2051282051282051,0.2580645161290322,0.3225806451612903,6,0.6451612903225806,0.3333333333333333,0.3333333333333333,0.0,0,9.0,26.666666666666668,33.33333333333333,0,1,0,0,0,1,0,0,0,-40649.07268541384,696.8866313022932,-40649.07268541384,696.8866313022932,-382.97534321370495,-40649.07268541386
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,61,318,11,0,414,56,11,318,3,2,3,323,8,Need Attention,4,2,0,26.5,0.0265060240963855,0.3510971786833856,0.1379310344827586,6,0.5956112852664577,0.1666666666666666,0.25,0.0,0,11.6,330.6328767123288,41.66666666666667,0,1,0,0,0,1,0,0,0,-13013.785774517099,-4.363095985775544,-13013.785774517099,-4.363095985775544,18.138404556553667,-13013.785774517106
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,54,120,9,1,627,31,9,120,4,2,2,422,8,Potential Loyalists,3,3,1,12.0,0.0143312101910828,0.9090909090909092,0.0413223140495867,4,0.9669421487603306,0.2,0.4,0.1666666666666666,0,12.0,185.52328767123288,41.66666666666667,0,1,1,0,0,1,0,0,0,-11101.99294837111,-353.956631130613,-11101.99294837111,-353.956631130613,273.5593271446231,-11101.99294837111
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,72,302,17,2,608,8,17,302,5,3,3,533,11,Potential Loyalists,5,3,1,16.77777777777778,0.0279146141215106,0.3168316831683168,0.3168316831683168,6,0.7425742574257426,0.2222222222222222,0.3333333333333333,0.1666666666666666,0,20.2,475.109893455099,66.66666666666666,0,1,1,0,1,1,0,2,0,-5028.941382868172,-252.3298615478816,-5028.941382868172,-252.3298615478816,292.38630600859267,-5028.941382868201
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,78,1196,18,0,494,4,18,1196,5,4,5,545,14,Champions,4,2,0,62.94736842105263,0.0363636363636363,0.402673350041771,0.3934837092731829,6,0.8955722639933166,0.1578947368421052,0.4736842105263157,0.0,0,19.4,1533.5013698630137,91.66666666666666,1,1,0,0,0,0,1,0,1,17074.705771959925,428.6830997696592,17074.705771959925,428.6830997696592,76.90179738194183,17074.70577195991
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,73,65,6,2,304,55,6,65,3,1,2,312,6,Promising,4,3,1,9.285714285714286,0.0196721311475409,0.6060606060606061,0.2878787878787879,5,0.9242424242424242,0.2857142857142857,0.4285714285714285,0.0,0,7.4,55.71428571428572,25.0,0,1,0,0,0,1,0,0,0,-2277.4603968323863,-953.9542265740142,-2277.4603968323863,-953.9542265740142,124.5456216801665,-2277.4603968323936
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,54,913,28,1,180,37,28,913,4,5,4,454,13,Champions,5,3,1,31.48275862068965,0.154696132596685,0.7680525164113785,0.1652078774617068,5,0.9332603938730852,0.1724137931034483,0.4137931034482758,0.0,0,28.4,881.5172413793103,83.33333333333334,0,1,0,0,0,0,0,0,0,15740.188988790454,-262.59742238948365,15740.188988790454,-262.59742238948365,-206.0916636437509,15740.188988790469
10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,48,81,9,1,300,76,9,81,2,2,2,222,6,Need Attention,2,3,1,8.1,0.0299003322259136,0.073170731707317,0.1707317073170731,6,0.4268292682926829,0.3,0.2,0.0,0,10.4,72.89999999999999,25.0,0,1,0,0,0,1,0,0,0,-27920.00969404182,231.33801955490026,-27920.00969404182,231.33801955490026,-106.35800638240721,-27920.009694041826
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,51,67,7,1,138,99,7,67,1,1,2,112,4,Hibernating,3,2,1,8.375,0.0503597122302158,0.8088235294117647,0.088235294117647,4,0.9264705882352942,0.125,0.375,0.0,0,8.0,58.625,8.333333333333332,0,0,0,0,0,1,0,1,0,-9229.702204448127,-653.3518726344691,-9229.702204448127,-653.3518726344691,-52.67412059808896,-9229.702204448127
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,81,902,24,0,513,53,24,902,3,5,4,354,12,Loyal Customers,5,1,0,36.08,0.046692607003891,0.4839424141749723,0.2281284606866002,6,0.8892580287929125,0.28,0.2,0.3333333333333333,0,29.2,1217.0327671232876,75.0,0,1,1,0,0,0,1,-1,1,-2638.631173599133,792.9413118119908,-2638.631173599133,792.9413118119908,46.93470246375614,-2638.6311735991476
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,44,1395,21,1,426,3,21,1395,5,4,5,545,14,Champions,3,3,1,63.40909090909091,0.0491803278688524,0.3015759312320917,0.3839541547277937,6,0.744269340974212,0.3636363636363636,0.2272727272727272,0.0,0,21.8,1554.1307596513077,91.66666666666666,1,1,0,0,0,0,1,0,1,28426.572911249794,94.04028371582126,28426.572911249794,94.04028371582126,-7.874985235928307,28426.572911249794
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,53,7,1,474,88,7,53,1,1,1,111,3,Hibernating,4,3,1,6.625,0.0147368421052631,0.2407407407407407,0.5370370370370371,5,0.8333333333333334,0.25,0.375,0.0,0,8.6,60.22397260273973,0.0,0,1,0,0,0,1,0,0,0,-31077.24602650983,365.7365508285761,-31077.24602650983,365.7365508285761,-3.170546902094543,-31077.246026509838
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,67,22,4,1,552,4,4,22,5,1,1,511,7,New Customers,3,3,1,4.4,0.0072332730560578,0.391304347826087,0.2608695652173913,5,0.782608695652174,0.0,0.6,0.0,0,5.0,26.616986301369867,33.33333333333333,0,1,0,0,0,1,0,0,0,-29646.430890415515,254.83518334553537,-29646.430890415515,254.83518334553537,76.19716111415573,-29646.430890415537
7281,1959,PhD,Single,51381.5,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,65,186,9,0,236,80,9,186,1,2,2,122,5,At Risk,5,1,0,18.6,0.0379746835443038,0.4331550802139037,0.267379679144385,6,0.7165775401069518,0.1,0.4,0.0,0,9.4,167.4,16.666666666666664,0,1,0,0,0,1,1,0,1,-277.36595595246763,-850.5385285329871,-277.36595595246763,-850.5385285329871,41.91309179778045,-277.36595595249673
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,49,31,8,1,270,19,8,31,5,2,1,521,8,Potential Loyalists,4,3,1,3.4444444444444446,0.029520295202952,0.09375,0.3125,6,0.5,0.2222222222222222,0.3333333333333333,0.0,0,9.0,27.55555555555556,41.66666666666667,0,1,0,0,1,1,0,2,0,-44124.358984882216,885.4824263358196,-44124.358984882216,885.4824263358196,-253.91599136560083,-44124.35898488222
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,48,984,16,0,1,72,16,984,2,3,4,234,9,At Risk,3,1,0,57.88235294117647,8.0,0.1248730964467005,0.2700507614213198,6,0.6253807106598985,0.1176470588235294,0.5294117647058824,0.0,0,16.2,926.1176470588236,50.0,0,1,0,0,0,0,1,-1,1,28313.960737209127,-875.2234139393713,28313.960737209127,-875.2234139393713,-174.50822949087478,28313.96073720914
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,28,122,10,0,597,24,10,122,4,2,2,422,8,Potential Loyalists,2,2,0,11.090909090909092,0.0167224080267558,0.024390243902439,0.1138211382113821,6,0.2601626016260163,0.2727272727272727,0.2727272727272727,0.1666666666666666,0,13.8,181.40473225404736,41.66666666666667,0,1,1,0,0,1,0,0,0,-44115.60226282285,1120.6978403239314,-44115.60226282285,1120.6978403239314,-30.457905829226092,-44115.60226282287
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,56,55,5,1,401,92,5,55,1,1,1,111,3,Hibernating,3,3,1,9.166666666666666,0.0124378109452736,0.2321428571428571,0.2678571428571428,6,0.5535714285714286,0.3333333333333333,0.3333333333333333,0.0,0,7.0,50.35388127853881,0.0,0,0,0,0,0,1,0,1,0,-9931.237653188116,-612.738012157698,-9931.237653188116,-612.738012157698,133.02503757051704,-9931.237653188124
