ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children,Customer_Tenure_Days,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,Education_Level,Family_Size,Has_Children,Avg_Order_Value,Purchase_Frequency_Rate,Wine_Ratio,Meat_Ratio,Product_Diversity,Premium_Product_Ratio,Web_Purchase_Ratio,Store_Purchase_Ratio,Campaign_Acceptance_Rate,Has_Complained,Engagement_Score,CLV_Estimate,Customer_Value_Score,Is_High_Spender,Is_Active,Is_Campaign_Responder,Is_Web_Shopper,Is_Deal_Seeker,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,Final_ML_Cluster
1994,1983,Graduation,Married,51381.5,1,0,2013-11-15,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,41,19,4,1,226,11,4,19,5,1,1,511,7,New Customers,3,3,1,3.8,0.0176211453744493,0.25,0.3,5,0.55,0.2,0.4,0.0,0,5.4,15.2,33.33333333333333,0,1,0,0,0,1,0,0,0
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,3,11,0,48,61,6,0,593,59,6,61,3,1,2,312,6,Promising,1,2,0,8.714285714285714,0.0101010101010101,0.0967741935483871,0.1774193548387097,6,0.4516129032258064,0.2857142857142857,0.4285714285714285,0.0,0,7.6,84.94637964774951,25.0,0,1,0,0,0,1,0,0,0
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,3,11,0,65,1102,16,0,226,82,16,1102,1,3,4,134,8,At Risk,3,1,0,64.82352941176471,0.0704845814977973,0.1758839528558476,0.4351767905711695,6,0.815049864007253,0.1764705882352941,0.4705882352941176,0.0,0,16.4,1037.1764705882354,41.66666666666667,1,1,0,0,0,0,1,0,1
8180,1952,Master,Divorced,59354.0,1,1,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,3,11,0,72,310,15,2,226,53,15,310,3,3,3,333,9,Need Attention,4,3,1,19.375,0.066079295154185,0.7491961414790996,0.1704180064308681,6,0.9292604501607716,0.375,0.3125,0.0,0,16.2,290.625,50.0,0,1,0,0,0,1,0,0,0
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,46,5,0,627,38,5,46,4,1,1,411,6,New Customers,3,2,0,7.666666666666667,0.0079617834394904,0.0638297872340425,0.3617021276595745,6,0.5531914893617021,0.1666666666666666,0.5,0.0,0,6.6,65.84931506849315,25.0,0,1,0,0,0,1,0,0,0
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,1,78,1315,26,0,582,23,26,1315,4,5,5,455,14,Champions,5,1,0,48.7037037037037,0.0445969125214408,0.7644376899696048,0.087386018237082,6,0.8966565349544073,0.2592592592592592,0.4444444444444444,0.5,0,32.6,2019.1354642313545,91.66666666666666,1,1,1,0,0,0,1,0,1
9736,1980,Graduation,Married,41850.0,1,1,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,3,11,0,44,96,9,2,552,51,9,96,3,2,2,322,7,Promising,3,4,1,9.6,0.0162748643761302,0.5463917525773195,0.1958762886597938,6,0.7628865979381443,0.3,0.3,0.0,0,10.6,130.66520547945206,33.33333333333333,0,1,0,0,0,1,0,0,0
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,78,317,13,0,667,20,13,317,4,3,3,433,10,Potential Loyalists,3,2,0,22.642857142857142,0.0194610778443113,0.2641509433962264,0.1194968553459119,6,0.8553459119496856,0.2857142857142857,0.4285714285714285,0.0,0,14.4,537.9074363992172,58.333333333333336,0,1,0,0,0,1,0,0,0
6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,3,11,0,75,1782,26,1,458,91,26,1782,1,5,5,155,11,Cannot Lose Them,4,3,1,66.0,0.0566448801742919,0.5675827257431295,0.2793045429052159,5,0.8468872686483455,0.4074074074074074,0.3333333333333333,0.1666666666666666,0,29.0,2153.227397260274,66.66666666666666,1,0,1,0,0,0,1,1,1
2278,1985,2n Cycle,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,3,11,0,39,133,8,1,603,86,8,133,1,2,2,122,5,At Risk,2,2,1,14.77777777777778,0.0132450331125827,0.0298507462686567,0.1417910447761194,6,0.3955223880597014,0.2222222222222222,0.3333333333333333,0.0,0,9.2,195.3095890410959,16.666666666666664,0,1,0,0,0,1,0,0,0
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,42,316,12,0,690,41,12,316,3,3,3,333,9,Need Attention,3,2,0,24.307692307692307,0.0173661360347322,0.2712933753943217,0.2302839116719243,6,0.7192429022082019,0.3076923076923077,0.3846153846153846,0.0,0,13.6,551.4183350895679,50.0,0,1,0,0,0,1,0,0,0
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,45,1730,43,1,539,42,43,1730,3,5,5,355,13,Loyal Customers,3,3,1,39.31818181818182,0.0796296296296296,0.0005777007510109,0.9965337954939342,6,0.997689196995956,0.0,0.0,0.0,0,43.2,2496.650684931507,83.33333333333334,1,1,0,0,1,0,0,-1,0
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,75,972,17,1,553,63,17,972,2,3,4,234,9,At Risk,5,3,1,54.0,0.0306859205776173,0.8910585817060637,0.0883864337101747,3,0.9794450154162384,0.1111111111111111,0.5,0.1666666666666666,0,20.6,1390.832876712329,50.0,0,1,1,0,0,0,0,0,0
4047,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,70,544,20,1,169,0,20,544,5,4,3,543,12,Loyal Customers,5,3,1,25.904761904761905,0.1176470588235294,0.7045871559633028,0.1871559633027523,5,0.9302752293577982,0.2857142857142857,0.4285714285714285,0.0,0,20.8,518.0952380952381,75.0,0,1,0,0,0,0,0,0,0
1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,73,444,20,1,468,69,20,444,2,4,3,243,9,At Risk,3,3,1,21.142857142857142,0.0426439232409381,0.6067415730337079,0.0606741573033707,6,0.755056179775281,0.3333333333333333,0.238095238095238,0.0,0,21.6,542.1839530332682,50.0,0,1,0,0,1,1,0,2,0
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,55,75,8,0,543,89,8,75,1,2,2,122,5,At Risk,3,1,0,8.333333333333334,0.0147058823529411,0.0789473684210526,0.3289473684210526,6,0.6052631578947368,0.2222222222222222,0.3333333333333333,0.0,0,9.4,99.17808219178085,16.666666666666664,0,1,0,0,0,1,0,0,0
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,48,257,14,2,398,4,14,257,5,3,3,533,11,Potential Loyalists,3,4,1,17.133333333333333,0.0350877192982456,0.6705426356589147,0.1162790697674418,6,0.7984496124031008,0.3333333333333333,0.2666666666666666,0.0,0,15.4,261.5532420091324,66.66666666666666,0,1,0,0,0,1,0,0,0
5255,1986,Graduation,Single,51381.5,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,3,11,0,38,637,27,1,494,19,27,637,5,5,4,554,14,Champions,3,2,1,22.75,0.0545454545454545,0.0078369905956112,0.0047021943573667,6,0.0172413793103448,0.9642857142857144,0.0,0.0,0,27.2,831.341095890411,91.66666666666666,0,1,0,1,0,0,0,-1,0
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,35,131,9,1,394,26,9,131,4,2,2,422,8,Potential Loyalists,3,3,1,13.1,0.0227848101265822,0.2727272727272727,0.3181818181818182,6,0.7424242424242424,0.2,0.4,0.0,0,9.6,127.26739726027397,41.66666666666667,0,1,0,0,0,1,0,0,0
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,59,1672,26,0,219,96,26,1672,1,5,5,155,11,Cannot Lose Them,5,2,0,61.92592592592592,0.1181818181818181,0.4088463837417812,0.478780633592349,5,0.9001793185893604,0.2222222222222222,0.3703703703703703,0.1666666666666666,0,28.4,1610.074074074074,66.66666666666666,1,0,1,0,0,0,1,3,1
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,35,30,8,0,38,34,8,30,4,2,1,421,7,Potential Loyalists,4,1,0,3.333333333333333,0.2051282051282051,0.2580645161290322,0.3225806451612903,6,0.6451612903225806,0.3333333333333333,0.3333333333333333,0.0,0,9.0,26.666666666666668,33.33333333333333,0,1,0,0,0,1,0,0,0
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,61,318,11,0,414,56,11,318,3,2,3,323,8,Need Attention,4,2,0,26.5,0.0265060240963855,0.3510971786833856,0.1379310344827586,6,0.5956112852664577,0.1666666666666666,0.25,0.0,0,11.6,330.6328767123288,41.66666666666667,0,1,0,0,0,1,0,0,0
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,54,120,9,1,627,31,9,120,4,2,2,422,8,Potential Loyalists,3,3,1,12.0,0.0143312101910828,0.9090909090909092,0.0413223140495867,4,0.9669421487603306,0.2,0.4,0.1666666666666666,0,12.0,185.52328767123288,41.66666666666667,0,1,1,0,0,1,0,0,0
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,72,302,17,2,608,8,17,302,5,3,3,533,11,Potential Loyalists,5,3,1,16.77777777777778,0.0279146141215106,0.3168316831683168,0.3168316831683168,6,0.7425742574257426,0.2222222222222222,0.3333333333333333,0.1666666666666666,0,20.2,475.109893455099,66.66666666666666,0,1,1,0,1,1,0,2,0
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,78,1196,18,0,494,4,18,1196,5,4,5,545,14,Champions,4,2,0,62.94736842105263,0.0363636363636363,0.402673350041771,0.3934837092731829,6,0.8955722639933166,0.1578947368421052,0.4736842105263157,0.0,0,19.4,1533.5013698630137,91.66666666666666,1,1,0,0,0,0,1,0,1
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,73,65,6,2,304,55,6,65,3,1,2,312,6,Promising,4,3,1,9.285714285714286,0.0196721311475409,0.6060606060606061,0.2878787878787879,5,0.9242424242424242,0.2857142857142857,0.4285714285714285,0.0,0,7.4,55.71428571428572,25.0,0,1,0,0,0,1,0,0,0
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,54,913,28,1,180,37,28,913,4,5,4,454,13,Champions,5,3,1,31.48275862068965,0.154696132596685,0.7680525164113785,0.1652078774617068,5,0.9332603938730852,0.1724137931034483,0.4137931034482758,0.0,0,28.4,881.5172413793103,83.33333333333334,0,1,0,0,0,0,0,0,0
10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,48,81,9,1,300,76,9,81,2,2,2,222,6,Need Attention,2,3,1,8.1,0.0299003322259136,0.073170731707317,0.1707317073170731,6,0.4268292682926829,0.3,0.2,0.0,0,10.4,72.89999999999999,25.0,0,1,0,0,0,1,0,0,0
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,51,67,7,1,138,99,7,67,1,1,2,112,4,Hibernating,3,2,1,8.375,0.0503597122302158,0.8088235294117647,0.088235294117647,4,0.9264705882352942,0.125,0.375,0.0,0,8.0,58.625,8.333333333333332,0,0,0,0,0,1,0,1,0
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,81,902,24,0,513,53,24,902,3,5,4,354,12,Loyal Customers,5,1,0,36.08,0.046692607003891,0.4839424141749723,0.2281284606866002,6,0.8892580287929125,0.28,0.2,0.3333333333333333,0,29.2,1217.0327671232876,75.0,0,1,1,0,0,0,1,-1,1
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,44,1395,21,1,426,3,21,1395,5,4,5,545,14,Champions,3,3,1,63.40909090909091,0.0491803278688524,0.3015759312320917,0.3839541547277937,6,0.744269340974212,0.3636363636363636,0.2272727272727272,0.0,0,21.8,1554.1307596513077,91.66666666666666,1,1,0,0,0,0,1,0,1
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,53,7,1,474,88,7,53,1,1,1,111,3,Hibernating,4,3,1,6.625,0.0147368421052631,0.2407407407407407,0.5370370370370371,5,0.8333333333333334,0.25,0.375,0.0,0,8.6,60.22397260273973,0.0,0,1,0,0,0,1,0,0,0
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,67,22,4,1,552,4,4,22,5,1,1,511,7,New Customers,3,3,1,4.4,0.0072332730560578,0.391304347826087,0.2608695652173913,5,0.782608695652174,0.0,0.6,0.0,0,5.0,26.616986301369867,33.33333333333333,0,1,0,0,0,1,0,0,0
7281,1959,PhD,Single,51381.5,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,65,186,9,0,236,80,9,186,1,2,2,122,5,At Risk,5,1,0,18.6,0.0379746835443038,0.4331550802139037,0.267379679144385,6,0.7165775401069518,0.1,0.4,0.0,0,9.4,167.4,16.666666666666664,0,1,0,0,0,1,1,0,1
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,49,31,8,1,270,19,8,31,5,2,1,521,8,Potential Loyalists,4,3,1,3.4444444444444446,0.029520295202952,0.09375,0.3125,6,0.5,0.2222222222222222,0.3333333333333333,0.0,0,9.0,27.55555555555556,41.66666666666667,0,1,0,0,1,1,0,2,0
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,48,984,16,0,1,72,16,984,2,3,4,234,9,At Risk,3,1,0,57.88235294117647,8.0,0.1248730964467005,0.2700507614213198,6,0.6253807106598985,0.1176470588235294,0.5294117647058824,0.0,0,16.2,926.1176470588236,50.0,0,1,0,0,0,0,1,-1,1
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,28,122,10,0,597,24,10,122,4,2,2,422,8,Potential Loyalists,2,2,0,11.090909090909092,0.0167224080267558,0.024390243902439,0.1138211382113821,6,0.2601626016260163,0.2727272727272727,0.2727272727272727,0.1666666666666666,0,13.8,181.40473225404736,41.66666666666667,0,1,1,0,0,1,0,0,0
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,56,55,5,1,401,92,5,55,1,1,1,111,3,Hibernating,3,3,1,9.166666666666666,0.0124378109452736,0.2321428571428571,0.2678571428571428,6,0.5535714285714286,0.3333333333333333,0.3333333333333333,0.0,0,7.0,50.35388127853881,0.0,0,0,0,0,0,1,0,1,0
7244,1951,Graduation,Single,51381.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,73,124,10,3,179,96,10,124,1,2,2,122,5,At Risk,3,4,1,11.272727272727272,0.0555555555555555,0.384,0.384,6,0.816,0.1818181818181818,0.3636363636363636,0.0,0,11.2,112.72727272727272,16.666666666666664,0,0,0,0,0,1,0,1,0
6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,70,1319,28,2,598,39,28,1319,4,5,5,455,14,Champions,5,4,1,45.48275862068966,0.0467445742904841,0.6257575757575757,0.2401515151515151,6,0.9037878787878788,0.1724137931034483,0.4137931034482758,0.0,0,29.6,2086.4748228625413,91.66666666666666,1,1,0,0,1,0,0,-1,0
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,67,507,17,1,48,29,17,507,4,3,3,433,10,Potential Loyalists,3,2,1,28.166666666666668,0.3469387755102041,0.4822834645669291,0.2460629921259842,6,0.8011811023622047,0.2222222222222222,0.5555555555555556,0.0,0,17.4,478.83333333333337,58.333333333333336,0,1,0,0,0,1,0,0,0
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,60,1693,29,0,687,2,29,1693,5,5,5,555,15,Champions,4,2,0,56.43333333333333,0.0421511627906976,0.3837072018890201,0.4604486422668241,6,0.8600944510035419,0.2,0.4333333333333333,0.0,0,29.6,3080.3323287671237,100.0,1,1,0,0,0,0,1,0,1
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,47,72,7,1,543,54,7,72,3,1,2,312,6,Promising,3,2,1,9.0,0.0128676470588235,0.1643835616438356,0.273972602739726,6,0.8493150684931506,0.25,0.375,0.0,0,8.4,93.72328767123288,25.0,0,1,0,0,0,1,0,0,0
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,47,1617,21,0,22,54,21,1617,3,4,5,345,12,Loyal Customers,3,1,0,73.5,0.9130434782608696,0.315203955500618,0.3399258343634116,6,0.7515451174289246,0.1818181818181818,0.3181818181818182,0.5,0,27.2,1543.5,75.0,1,1,1,0,0,0,1,0,1
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,46,606,23,2,382,57,23,606,3,5,3,353,11,Loyal Customers,3,4,1,25.25,0.0600522193211488,0.5403624382207578,0.2042833607907743,6,0.7644151565074135,0.1666666666666666,0.4166666666666667,0.0,0,23.6,607.7986301369863,66.66666666666666,0,1,0,0,0,0,0,0,0
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,69,1957,27,0,587,55,27,1957,3,5,5,355,13,Loyal Customers,4,2,0,69.89285714285714,0.0459183673469387,0.5025536261491318,0.2206332992849846,6,0.81511746680286,0.1071428571428571,0.4642857142857143,0.3333333333333333,0,31.2,3034.881898238747,83.33333333333334,1,1,1,0,0,0,1,0,1
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,58,1093,21,0,453,30,21,1093,4,4,4,444,12,Champions,3,1,0,49.68181818181818,0.0462555066079295,0.2696526508226691,0.4405850091407678,6,0.8208409506398537,0.2272727272727272,0.4545454545454545,0.1666666666666666,0,23.6,1294.857907845579,75.0,1,1,1,0,0,0,1,0,1
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,36,29,6,1,62,31,6,29,4,1,1,411,6,New Customers,3,2,1,4.142857142857143,0.0952380952380952,0.4333333333333333,0.2666666666666666,5,0.7666666666666667,0.1428571428571428,0.5714285714285714,0.0,0,6.6,24.85714285714286,25.0,0,1,0,0,0,1,0,0,0
8557,1982,Graduation,Single,51381.5,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42,46,7,1,377,57,7,46,3,1,1,311,5,Promising,3,2,1,5.75,0.0185185185185185,0.2340425531914893,0.4680851063829787,6,0.7446808510638298,0.25,0.375,0.0,0,8.2,41.57328767123288,16.666666666666664,0,1,0,0,0,1,0,0,0
8375,1968,PhD,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,56,518,19,1,118,63,19,518,2,4,3,243,9,At Risk,5,3,1,25.9,0.1596638655462184,0.861271676300578,0.0539499036608863,3,0.9152215799614644,0.4,0.3,0.0,0,20.4,492.1,50.0,0,1,0,0,0,1,0,0,0
