ID,Age,Education,Marital_Status,Income,Children,Kidhome,Teenhome,Family_Size,Has_Children,Recency,R_Score,R_Value,F_Score,F_Value,M_Score,M_Value,RFM_Score,RFM_Segment,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Spending,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDealsPurchases,Total_Purchases,Avg_Order_Value,Purchase_Frequency_Rate,NumWebVisitsMonth,Campaign_Acceptance_Rate,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Complain,Has_Complained,Engagement_Score,Wine_Ratio,Meat_Ratio,Product_Diversity,Premium_Product_Ratio,Web_Purchase_Ratio,Store_Purchase_Ratio,CLV_Estimate,Customer_Value_Score,Customer_Segment,Is_High_Spender,Is_Active,Is_Campaign_Responder,Is_Web_Shopper,Is_Deal_Seeker,Customer_Tenure_Days,Dt_Customer,Stability_Score,PCA1,PCA2,PCA1_3D,PCA2_3D,PCA3_3D,Cluster,Customer_Since,Enrollment_Year,Enrollment_Month,Enrollment_Quarter,Enrollment_Month_Name,Age_Group,Income_Group,Spending_Group,Tenure_Years,Tenure_Group,Cluster_ID,Cluster_Name,Value_Tier,Engagement_Level,Recency_Category,Purchase_Frequency,Preferred_Channel,Top_Product_Category
1994,41,Graduation,Married,51381.5,1,1,0,3,1,11,5,11,1,4,1,19,7,511,5,5,6,0,2,1,19,1,0,2,1,4,3.8,0.0176211453744493,7,0.0,0,0,0,0,0,0,0,0,5.4,0.25,0.3,5,0.55,0.2,0.4,15.2,33.33333333333333,New Customers,0,1,0,0,0,226,2013-11-15,0.9,-290.9490234618861,-1134.7323812396537,-290.9490234618861,-1134.7323812396537,113.2314667322737,New Customers,2013-11-15,2013,11,4,November,36-45,$50-70K,Very Low,0.6,<1 Year,New Customers,Segment New Customers,Bronze,Medium,Last Month,Rare,Store,Meat
387,48,Basic,Married,7500.0,0,0,0,2,0,59,3,59,1,6,2,61,6,312,6,16,11,11,1,16,61,2,0,3,1,6,8.714285714285714,0.0101010101010101,8,0.0,0,0,0,0,0,0,0,0,7.6,0.0967741935483871,0.1774193548387097,6,0.4516129032258064,0.2857142857142857,0.4285714285714285,84.94637964774951,25.0,Promising,0,1,0,0,0,593,2012-11-13,1.0,-44121.31510558458,996.0875772024762,-44121.31510558458,996.0875772024762,-29.675005050169887,Promising,2012-11-13,2012,11,4,November,46-55,<$30K,Very Low,1.6,1-2 Years,Promising,Segment Promising,Silver,High,Last Quarter,Occasional,Store,Fruits
2125,65,Graduation,Divorced,63033.0,0,0,0,1,0,82,1,82,3,16,4,1102,8,134,194,61,480,225,112,30,1102,3,4,8,1,16,64.82352941176471,0.0704845814977973,2,0.0,0,0,0,0,0,0,0,0,16.4,0.1758839528558476,0.4351767905711695,6,0.815049864007253,0.1764705882352941,0.4705882352941176,1037.1764705882354,41.66666666666667,At Risk,1,1,0,0,0,226,2013-11-15,0.5,11435.120078778244,149.19586828383706,11435.120078778244,149.19586828383706,-258.5256621508356,At Risk,2013-11-15,2013,11,4,November,56-65,$50-70K,High,0.6,<1 Year,At Risk,Segment At Risk,Gold,,Last Quarter,Regular,Store,Meat
8180,72,Master,Divorced,59354.0,2,1,1,3,1,53,3,53,3,15,3,310,9,333,233,2,53,3,5,14,310,6,1,5,3,15,19.375,0.066079295154185,6,0.0,0,0,0,0,0,0,0,0,16.2,0.7491961414790996,0.1704180064308681,6,0.9292604501607716,0.375,0.3125,290.625,50.0,Need Attention,0,1,0,0,0,226,2013-11-15,0.9,7697.823425028597,-979.19886622904,7697.823425028597,-979.19886622904,41.57332736160674,Need Attention,2013-11-15,2013,11,4,November,65+,$50-70K,Low,0.6,<1 Year,Need Attention,Segment Need Attention,Silver,,Last Quarter,Occasional,Web,Wines
2569,37,Graduation,Married,17323.0,0,0,0,2,0,38,4,38,1,5,1,46,6,411,3,14,17,6,1,5,46,1,0,3,1,5,7.666666666666667,0.0079617834394904,8,0.0,0,0,0,0,0,0,0,0,6.6,0.0638297872340425,0.3617021276595745,6,0.5531914893617021,0.1666666666666666,0.5,65.84931506849315,25.0,New Customers,0,1,0,0,0,627,2012-10-10,1.0,-34310.15188927851,526.6664220861973,-34310.15188927851,526.6664220861973,84.13567952038989,New Customers,2012-10-10,2012,10,4,October,36-45,<$30K,Very Low,1.7,1-2 Years,New Customers,Segment New Customers,Bronze,High,Last Quarter,Rare,Store,Meat
2114,78,PhD,Single,82800.0,0,0,0,1,0,23,4,23,5,26,5,1315,14,455,1006,22,115,59,68,45,1315,7,6,12,1,26,48.7037037037037,0.0445969125214408,3,0.5,1,0,0,0,1,1,0,0,32.6,0.7644376899696048,0.087386018237082,6,0.8966565349544073,0.2592592592592592,0.4444444444444444,2019.1354642313545,91.66666666666666,Champions,1,1,1,0,0,582,2012-11-24,0.8,31225.433667459874,324.35235963555533,31225.433667459874,324.35235963555533,359.84115881396406,Champions,2012-11-24,2012,11,4,November,65+,$70-100K,High,1.6,1-2 Years,Champions,Segment Champions,Platinum,,Last Month,Regular,Store,Wines
9736,44,Graduation,Married,41850.0,2,1,1,4,1,51,3,51,2,9,2,96,7,322,53,5,19,2,13,4,96,3,0,3,3,9,9.6,0.0162748643761302,8,0.0,0,0,0,0,0,0,0,0,10.6,0.5463917525773195,0.1958762886597938,6,0.7628865979381443,0.3,0.3,130.66520547945206,33.33333333333333,Promising,0,1,0,0,0,552,2012-12-24,1.0,-9804.640163057637,-494.7728917466645,-9804.640163057637,-494.7728917466645,234.89290452483883,Promising,2012-12-24,2012,12,4,December,36-45,$30-50K,Very Low,1.5,1-2 Years,Promising,Segment Promising,Silver,,Last Quarter,Occasional,Web,Wines
4939,78,Graduation,Together,37760.0,0,0,0,2,0,20,4,20,3,13,3,317,10,433,84,5,38,150,12,28,317,4,1,6,2,13,22.642857142857142,0.0194610778443113,7,0.0,0,0,0,0,0,0,0,0,14.4,0.2641509433962264,0.1194968553459119,6,0.8553459119496856,0.2857142857142857,0.4285714285714285,537.9074363992172,58.333333333333336,Potential Loyalists,0,1,0,0,0,667,2012-08-31,0.9,-13867.392182213409,206.8676921762172,-13867.392182213409,206.8676921762172,280.3738950457855,Potential Loyalists,2012-08-31,2012,8,3,August,65+,$30-50K,Low,1.8,1-2 Years,Potential Loyalists,Segment Potential Loyalists,Gold,,Last Month,Occasional,Store,Fish
6565,75,Master,Married,76995.0,1,0,1,3,1,91,1,91,5,26,5,1782,11,155,1012,80,498,0,16,176,1782,11,4,9,2,26,66.0,0.0566448801742919,5,0.1666666666666666,1,0,0,0,0,0,0,0,29.0,0.5675827257431295,0.2793045429052159,5,0.8468872686483455,0.4074074074074074,0.3333333333333333,2153.227397260274,66.66666666666666,Cannot Lose Them,1,0,1,0,0,458,2013-03-28,1.0,25455.78794312723,1140.6986893953847,25455.78794312723,1140.6986893953847,-131.81028847177538,Cannot Lose Them,2013-03-28,2013,3,1,March,65+,$70-100K,High,1.3,1-2 Years,Cannot Lose Them,Segment Cannot Lose Them,Platinum,,Last 6 Months,Regular,Web,Wines
2278,39,2n Cycle,Single,33812.0,1,1,0,2,1,86,1,86,2,8,2,133,5,122,4,17,19,30,24,39,133,2,1,3,2,8,14.77777777777778,0.0132450331125827,6,0.0,0,0,0,0,0,0,0,0,9.2,0.0298507462686567,0.1417910447761194,6,0.3955223880597014,0.2222222222222222,0.3333333333333333,195.3095890410959,16.666666666666664,At Risk,0,1,0,0,0,603,2012-11-03,1.0,-17830.91083671258,-53.88536517772718,-17830.91083671258,-53.88536517772718,206.57235097620003,At Risk,2012-11-03,2012,11,4,November,36-45,$30-50K,Low,1.7,1-2 Years,At Risk,Segment At Risk,Silver,High,Last Quarter,Occasional,Store,GoldProds
9360,42,Graduation,Married,37040.0,0,0,0,2,0,41,3,41,3,12,3,316,9,333,86,2,73,69,38,48,316,4,2,5,1,12,24.307692307692307,0.0173661360347322,8,0.0,0,0,0,0,0,0,0,0,13.6,0.2712933753943217,0.2302839116719243,6,0.7192429022082019,0.3076923076923077,0.3846153846153846,551.4183350895679,50.0,Need Attention,0,1,0,0,0,690,2012-08-08,1.0,-14586.094438831497,255.4368292886188,-14586.094438831497,255.4368292886188,290.94532337457144,Need Attention,2012-08-08,2012,8,3,August,36-45,$30-50K,Low,1.9,1-2 Years,Need Attention,Segment Need Attention,Gold,,Last Quarter,Occasional,Store,Wines
5376,45,Graduation,Married,2447.0,1,1,0,3,1,42,3,42,5,43,5,1730,13,355,1,1,1725,1,1,1,1730,0,28,0,15,43,39.31818181818182,0.0796296296296296,1,0.0,0,0,0,0,0,0,0,0,43.2,0.0005777007510109,0.9965337954939342,6,0.997689196995956,0.0,0.0,2496.650684931507,83.33333333333334,Loyal Customers,1,1,0,0,1,539,2013-01-06,1.0,-49008.179731894284,4654.446273600681,-49008.179731894284,4654.446273600681,-590.3192712055921,Loyal Customers,2013-01-06,2013,1,1,January,36-45,<$30K,High,1.5,1-2 Years,Loyal Customers,Segment Loyal Customers,Platinum,,Last Quarter,Frequent,Catalog,Meat
1993,75,PhD,Married,58607.0,1,0,1,3,1,63,2,63,3,17,4,972,9,234,867,0,86,0,0,19,972,2,3,9,3,17,54.0,0.0306859205776173,8,0.1666666666666666,0,0,0,1,0,0,0,0,20.6,0.8910585817060637,0.0883864337101747,3,0.9794450154162384,0.1111111111111111,0.5,1390.832876712329,50.0,At Risk,0,1,1,0,0,553,2012-12-23,0.9,7022.143246718522,626.9313843335576,7022.143246718522,626.9313843335576,133.34773455000743,At Risk,2012-12-23,2012,12,4,December,65+,$50-70K,Medium,1.5,1-2 Years,At Risk,Segment At Risk,Platinum,,Last Quarter,Regular,Store,Wines
4047,70,PhD,Married,65324.0,1,0,1,3,1,0,5,0,4,20,3,544,12,543,384,0,102,21,32,5,544,6,2,9,3,20,25.904761904761905,0.1176470588235294,4,0.0,0,0,0,0,0,0,0,0,20.8,0.7045871559633028,0.1871559633027523,5,0.9302752293577982,0.2857142857142857,0.4285714285714285,518.0952380952381,75.0,Loyal Customers,0,1,0,0,0,169,2014-01-11,0.8,13681.285759238446,-843.3509966433,13681.285759238446,-843.3509966433,-53.58231800650504,Loyal Customers,2014-01-11,2014,1,1,January,65+,$50-70K,Medium,0.5,<1 Year,Loyal Customers,Segment Loyal Customers,Gold,,,Regular,Store,Wines
1409,73,Graduation,Together,40689.0,1,0,1,3,1,69,2,69,4,20,3,444,9,243,270,3,27,39,6,99,444,7,1,5,7,20,21.142857142857142,0.0426439232409381,8,0.0,0,0,0,0,0,0,0,0,21.6,0.6067415730337079,0.0606741573033707,6,0.755056179775281,0.3333333333333333,0.238095238095238,542.1839530332682,50.0,At Risk,0,1,0,0,1,468,2013-03-18,1.0,-10933.260368423971,206.9672727571143,-10933.260368423971,206.9672727571143,48.820094539274805,At Risk,2013-03-18,2013,3,1,March,65+,$30-50K,Low,1.3,1-2 Years,At Risk,Segment At Risk,Gold,,Last Quarter,Regular,Web,Wines
7892,55,Graduation,Single,18589.0,0,0,0,1,0,89,1,89,2,8,2,75,5,122,6,4,25,15,12,13,75,2,1,3,2,8,8.333333333333334,0.0147058823529411,7,0.0,0,0,0,0,0,0,0,0,9.4,0.0789473684210526,0.3289473684210526,6,0.6052631578947368,0.2222222222222222,0.3333333333333333,99.17808219178085,16.666666666666664,At Risk,0,1,0,0,0,543,2013-01-02,1.0,-33043.04328612812,510.09079673817735,-33043.04328612812,510.09079673817735,28.99381258764663,At Risk,2013-01-02,2013,1,1,January,46-55,<$30K,Very Low,1.5,1-2 Years,At Risk,Segment At Risk,Silver,High,Last Quarter,Occasional,Store,Meat
2404,48,Graduation,Married,53359.0,2,1,1,4,1,4,5,4,3,14,3,257,11,533,173,4,30,3,6,41,257,5,1,4,4,14,17.133333333333333,0.0350877192982456,7,0.0,0,0,0,0,0,0,0,0,15.4,0.6705426356589147,0.1162790697674418,6,0.7984496124031008,0.3333333333333333,0.2666666666666666,261.5532420091324,66.66666666666666,Potential Loyalists,0,1,0,0,0,398,2013-05-27,1.0,1705.0178970672932,-769.3685177553559,1705.0178970672932,-769.3685177553559,146.91449020990876,Potential Loyalists,2013-05-27,2013,5,2,May,46-55,$50-70K,Low,1.1,1-2 Years,Potential Loyalists,Segment Potential Loyalists,Silver,,Last Month,Occasional,Web,Wines
5255,38,Graduation,Single,51381.5,1,1,0,2,1,19,5,19,5,27,4,637,14,554,5,1,3,3,263,362,637,27,0,0,0,27,22.75,0.0545454545454545,1,0.0,0,0,0,0,0,0,0,0,27.2,0.0078369905956112,0.0047021943573667,6,0.0172413793103448,0.9642857142857144,0.0,831.341095890411,91.66666666666666,Champions,0,1,0,1,0,494,2013-02-20,0.9,-237.6398411724804,44.262887961948536,-237.6398411724804,44.262887961948536,194.6815552040061,Champions,2013-02-20,2013,2,1,February,36-45,$50-70K,Medium,1.4,1-2 Years,Champions,Segment Champions,Gold,,Last Month,Regular,Web,GoldProds
9422,35,Graduation,Married,38360.0,1,1,0,3,1,26,4,26,2,9,2,131,8,422,36,2,42,20,21,10,131,2,1,4,2,9,13.1,0.0227848101265822,3,0.0,0,0,0,0,0,0,0,0,9.6,0.2727272727272727,0.3181818181818182,6,0.7424242424242424,0.2,0.4,127.26739726027397,41.66666666666667,Potential Loyalists,0,1,0,0,0,394,2013-05-31,1.0,-13289.259478459797,-327.84168189463685,-13289.259478459797,-327.84168189463685,65.88594450884659,Potential Loyalists,2013-05-31,2013,5,2,May,26-35,$30-50K,Low,1.1,1-2 Years,Potential Loyalists,Segment Potential Loyalists,Silver,High,Last Month,Occasional,Store,Meat
1966,59,PhD,Married,84618.0,0,0,0,2,0,96,1,96,5,26,5,1672,11,155,684,100,801,21,66,0,1672,6,9,10,1,26,61.92592592592592,0.1181818181818181,2,0.1666666666666666,0,0,0,0,1,0,0,0,28.4,0.4088463837417812,0.478780633592349,5,0.9001793185893604,0.2222222222222222,0.3703703703703703,1610.074074074074,66.66666666666666,Cannot Lose Them,1,0,1,0,0,219,2013-11-22,1.0,33048.291066523336,239.7822386799188,33048.291066523336,239.7822386799188,-379.513184090649,Cannot Lose Them,2013-11-22,2013,11,4,November,56-65,$70-100K,High,0.6,<1 Year,Cannot Lose Them,Segment Cannot Lose Them,Platinum,,Last 6 Months,Regular,Store,Meat
6864,35,Master,Divorced,10979.0,0,0,0,1,0,34,4,34,2,8,1,30,7,421,8,4,10,2,2,4,30,3,0,3,2,8,3.333333333333333,0.2051282051282051,5,0.0,0,0,0,0,0,0,0,0,9.0,0.2580645161290322,0.3225806451612903,6,0.6451612903225806,0.3333333333333333,0.3333333333333333,26.666666666666668,33.33333333333333,Potential Loyalists,0,1,0,0,0,38,2014-05-22,1.0,-40649.07268541384,696.8866313022932,-40649.07268541384,696.8866313022932,-382.97534321370495,Potential Loyalists,2014-05-22,2014,5,2,May,26-35,<$30K,Very Low,0.1,<1 Year,Potential Loyalists,Segment Potential Loyalists,Bronze,High,Last Quarter,Occasional,Web,Meat
3033,61,Master,Together,38620.0,0,0,0,2,0,56,3,56,2,11,3,318,8,323,112,17,44,34,22,89,318,2,5,3,1,11,26.5,0.0265060240963855,3,0.0,0,0,0,0,0,0,0,0,11.6,0.3510971786833856,0.1379310344827586,6,0.5956112852664577,0.1666666666666666,0.25,330.6328767123288,41.66666666666667,Need Attention,0,1,0,0,0,414,2013-05-11,1.0,-13013.7857745171,-4.363095985775544,-13013.7857745171,-4.363095985775544,18.138404556553667,Need Attention,2013-05-11,2013,5,2,May,56-65,$30-50K,Low,1.1,1-2 Years,Need Attention,Segment Need Attention,Silver,,Last Quarter,Occasional,Catalog,Wines
5710,54,Graduation,Together,40548.0,1,0,1,3,1,31,4,31,2,9,2,120,8,422,110,0,5,2,0,3,120,2,1,4,2,9,12.0,0.0143312101910828,5,0.1666666666666666,0,0,0,1,0,0,0,0,12.0,0.9090909090909092,0.0413223140495867,4,0.9669421487603306,0.2,0.4,185.52328767123288,41.66666666666667,Potential Loyalists,0,1,1,0,0,627,2012-10-10,1.0,-11101.99294837111,-353.956631130613,-11101.99294837111,-353.956631130613,273.5593271446231,Potential Loyalists,2012-10-10,2012,10,4,October,46-55,$30-50K,Low,1.7,1-2 Years,Potential Loyalists,Segment Potential Loyalists,Silver,,Last Quarter,Occasional,Store,Wines
7373,72,PhD,Divorced,46610.0,2,0,2,3,1,8,5,8,3,17,3,302,11,533,96,12,96,33,22,43,302,4,1,6,6,17,16.77777777777778,0.0279146141215106,6,0.1666666666666666,0,0,0,0,0,1,0,0,20.2,0.3168316831683168,0.3168316831683168,6,0.7425742574257426,0.2222222222222222,0.3333333333333333,475.109893455099,66.66666666666666,Potential Loyalists,0,1,1,0,1,608,2012-10-29,0.9,-5028.941382868172,-252.3298615478816,-5028.941382868172,-252.3298615478816,292.38630600859267,Potential Loyalists,2012-10-29,2012,10,4,October,65+,$30-50K,Low,1.7,1-2 Years,Potential Loyalists,Segment Potential Loyalists,Gold,,Last Month,Regular,Store,Wines
8755,78,Master,Married,68657.0,0,0,0,2,0,4,5,4,4,18,5,1196,14,545,482,34,471,119,68,22,1196,3,5,9,1,18,62.94736842105263,0.0363636363636363,7,0.0,0,0,0,0,0,0,0,0,19.4,0.402673350041771,0.3934837092731829,6,0.8955722639933166,0.1578947368421052,0.4736842105263157,1533.5013698630137,91.66666666666666,Champions,1,1,0,0,0,494,2013-02-20,0.7,17074.705771959925,428.6830997696592,17074.705771959925,428.6830997696592,76.90179738194183,Champions,2013-02-20,2013,2,1,February,65+,$50-70K,High,1.4,1-2 Years,Champions,Segment Champions,Platinum,,Last Month,Regular,Store,Wines
10738,73,Master,Single,49389.0,2,1,1,3,1,55,3,55,1,6,2,65,6,312,40,0,19,2,1,3,65,2,0,3,1,6,9.285714285714286,0.0196721311475409,7,0.0,0,0,0,0,0,0,0,0,7.4,0.6060606060606061,0.2878787878787879,5,0.9242424242424242,0.2857142857142857,0.4285714285714285,55.71428571428572,25.0,Promising,0,1,0,0,0,304,2013-08-29,1.0,-2277.4603968323863,-953.9542265740142,-2277.4603968323863,-953.9542265740142,124.5456216801665,Promising,2013-08-29,2013,8,3,August,65+,$30-50K,Very Low,0.8,<1 Year,Promising,Segment Promising,Bronze,High,Last Quarter,Occasional,Store,Wines
4339,54,PhD,Married,67353.0,1,0,1,3,1,37,4,37,5,28,4,913,13,454,702,17,151,0,8,35,913,5,6,12,5,28,31.48275862068965,0.154696132596685,2,0.0,0,0,0,0,0,0,0,0,28.4,0.7680525164113785,0.1652078774617068,5,0.9332603938730852,0.1724137931034483,0.4137931034482758,881.5172413793103,83.33333333333334,Champions,0,1,0,0,0,180,2013-12-31,0.8,15740.188988790454,-262.59742238948365,15740.188988790454,-262.59742238948365,-206.0916636437509,Champions,2013-12-31,2013,12,4,December,46-55,$50-70K,Medium,0.5,<1 Year,Champions,Segment Champions,Gold,,Last Quarter,Regular,Store,Wines
10755,48,2n Cycle,Married,23718.0,1,1,0,3,1,76,2,76,2,9,2,81,6,222,6,3,14,15,7,36,81,3,1,2,3,9,8.1,0.0299003322259136,7,0.0,0,0,0,0,0,0,0,0,10.4,0.073170731707317,0.1707317073170731,6,0.4268292682926829,0.3,0.2,72.89999999999999,25.0,Need Attention,0,1,0,0,0,300,2013-09-02,1.0,-27920.00969404182,231.33801955490023,-27920.00969404182,231.33801955490023,-106.3580063824072,Need Attention,2013-09-02,2013,9,3,September,46-55,<$30K,Very Low,0.8,<1 Year,Need Attention,Segment Need Attention,Silver,,Last Quarter,Occasional,Web,GoldProds
